Role	Perspective	Actor Keyword(s)	Target Keyword(s)	Behavior Path	Animation Path(s)
Weapon	1st		AnimsPlasmaPistol	Actors\Character\_1stPerson\Behaviors\GunBehavior.hkx	Actors\PowerArmor\_1stPerson\Animations\PlasmaPistol, Actors\Character\_1stPerson\Animations\PlasmaPistol, Actors\Character\_1stPerson\Animations\Common, Actors\Character\_1stPerson\Animations\Paired
Weapon	1st		Anims44	Actors\Character\_1stPerson\Behaviors\GunBehavior.hkx	Actors\PowerArmor\_1stPerson\Animations\44, Actors\Character\_1stPerson\Animations\44Pistol, Actors\Character\_1stPerson\Animations\Common, Actors\Character\_1stPerson\Animations\Paired
Weapon	1st		AnimsGatlingLaser	Actors\Character\_1stPerson\Behaviors\GunBehavior.hkx	Actors\PowerArmor\_1stPerson\Animations\GatlingLaser, Actors\Character\_1stPerson\Animations\GatlingLaser, Actors\Character\_1stPerson\Animations\Common, Actors\Character\_1stPerson\Animations\Paired
Weapon	1st		AnimsReceiverHandmadePipeSA, AnimsRecieverHandmadePipe	Actors\Character\_1stPerson\Behaviors\GunBehavior.hkx	Actors\PowerArmor\_1stPerson\Animations\PipeRifle, Actors\Character\_1stPerson\Animations\PipeRifleSA, Actors\Character\_1stPerson\Animations\PipeRifle, Actors\Character\_1stPerson\Animations\HandmadeRevolver, Actors\Character\_1stPerson\Animations\Common, Actors\Character\_1stPerson\Animations\Paired
Weapon	1st		AnimsSubmachineGun	Actors\Character\_1stPerson\Behaviors\GunBehavior.hkx	Actors\PowerArmor\_1stPerson\Animations\SubmachineGun, Actors\Character\_1stPerson\Animations\SubmachineGun, Actors\Character\_1stPerson\Animations\Common, Actors\Character\_1stPerson\Animations\Paired
Weapon	1st		AnimsRecieverHandmadePipe	Actors\Character\_1stPerson\Behaviors\GunBehavior.hkx	Actors\PowerArmor\_1stPerson\Animations\PipeRifle, Actors\Character\_1stPerson\Animations\PipeRifle, Actors\Character\_1stPerson\Animations\HandmadeRevolver, Actors\Character\_1stPerson\Animations\Common, Actors\Character\_1stPerson\Animations\Paired
Weapon	1st		AnimsMissileLauncher, AnimsQuadBarrel	Actors\Character\_1stPerson\Behaviors\ShoulderMounted_GunWrappingBehavior.hkx	Actors\Character\_1stPerson\Animations\Paired, Actors\Character\_1stPerson\Animations\MissileLauncher\QuadBarrel, Actors\PowerArmor\_1stPerson\Animations\MissileLauncher, Actors\Character\_1stPerson\Animations\MissileLauncher, Actors\Character\_1stPerson\Animations\Common
Weapon	1st		AnimsMissileLauncher, AnimsTriBarrel	Actors\Character\_1stPerson\Behaviors\ShoulderMounted_GunWrappingBehavior.hkx	Actors\Character\_1stPerson\Animations\Paired, Actors\Character\_1stPerson\Animations\MissileLauncher\TriBarrel, Actors\PowerArmor\_1stPerson\Animations\MissileLauncher, Actors\Character\_1stPerson\Animations\MissileLauncher, Actors\Character\_1stPerson\Animations\Common
Weapon	1st		Anims2hmWideWeapon	Actors\Character\_1stPerson\Behaviors\MeleeBehavior.hkx	Actors\PowerArmor\_1stPerson\Animations\2HMWide, Actors\PowerArmor\_1stPerson\Animations\2HM, Actors\Character\_1stPerson\Animations\2HMWide, Actors\Character\_1stPerson\Animations\2HM, Actors\Character\_1stPerson\Animations\1HM, Actors\Character\_1stPerson\Animations\Common, Actors\Character\_1stPerson\Animations\Paired
Weapon	1st		AnimsLaserMusket, AnimsLaserMusketAutoCrank	Actors\Character\_1stPerson\Behaviors\GunBehavior.hkx	Actors\PowerArmor\_1stPerson\Animations\LaserMusket, Actors\Character\_1stPerson\Animations\LaserMusket\AutoCrank, actors\Character\_1stPerson\Animations\LaserMusket, Actors\Character\_1stPerson\Animations\Common, Actors\Character\_1stPerson\Animations\Paired
Furniture	3rd		AnimFurnRepairPowerArmor	Actors\Character\Behaviors\FurnitureNoMirrorBehavior.hkx	Actors\PowerArmor\Animations\Furniture\RepairPowerArmor
Furniture	3rd		AnimFurnPowerArmorDown	Actors\Character\Behaviors\FurnitureBehavior.hkx	Actors\PowerArmor\Animations\Furniture\Down
Furniture	3rd	p-AttachSlot2	isVertibird	Actors\Character\Behaviors\FurnitureBehavior.hkx	Actors\PowerArmor\Animations\Furniture\Vertibird\slot2
Furniture	3rd		AnimFurnStandWrenchVertical	Actors\Character\Behaviors\FurnitureBehavior.hkx	Actors\PowerArmor\Animations\Furniture\FixFurniture\Stand_Wrench_Vertical
Furniture	3rd	p-AttachGunner	isVertibird	Actors\Character\Behaviors\WeaponFurnitureBehavior.hkx	Actors\PowerArmor\Animations\Furniture\MinigunTurret, Actors\PowerArmor\Animations\Weapons\Minigun, Actors\PowerArmor\Animations\Grips\Minigun
Furniture	3rd	p-AttachSlot1	isVertibird	Actors\Character\Behaviors\FurnitureBehavior.hkx	Actors\PowerArmor\Animations\Furniture\Vertibird\slot1
Furniture	3rd		AnimsMinigunTurrentFurniture	Actors\Character\Behaviors\WeaponFurnitureBehavior.hkx	Actors\PowerArmor\Animations\Furniture\MinigunTurret, Actors\PowerArmor\Animations\Weapons\Minigun, Actors\PowerArmor\Animations\Grips\Minigun
Furniture	3rd		AnimFurnPowerArmorEquipHelmet	Actors\Character\Behaviors\SingleAnimFurniture.hkx	Actors\PowerArmor\Animations\Furniture\EquipHelmet
Furniture	3rd		AnimFurnWeldingMedium	Actors\Character\Behaviors\FurnitureBehavior.hkx	Actors\PowerArmor\Animations\Furniture\WeldingMedium
Furniture	3rd		AnimFurnStandWrenchHorizontal	Actors\Character\Behaviors\FurnitureBehavior.hkx	Actors\PowerArmor\Animations\Furniture\FixFurniture\Stand_Wrench_Horizontal
Furniture	3rd		AnimFurnStandHammerHorizontal	Actors\Character\Behaviors\FurnitureBehavior.hkx	Actors\PowerArmor\Animations\Furniture\FixFurniture\Stand_Hammer_Horizontal
Furniture	3rd		AnimFurnStandHammerVertical	Actors\Character\Behaviors\FurnitureBehavior.hkx	Actors\PowerArmor\Animations\Furniture\FixFurniture\Stand_Hammer_Vertical
Furniture	3rd		AnimFurnWallTerminal	Actors\Character\Behaviors\FurnitureBehavior.hkx	Actors\PowerArmor\Animations\Furniture\WallTerminal
Furniture	1st		AnimFurnInsertLibertyPrimeAgitator	Actors\Character\Behaviors\SingleAnimFurniture.hkx	Actors\Character\_1stPerson\Animations\Furniture\InsertLibertyPrimeAgitator
Furniture	1st		AnimFurnPCUseTerminal	Actors\Character\Behaviors\SingleAnimFurniture.hkx	Actors\Character\_1stPerson\Animations\Furniture\Pipboy
Furniture	1st	p-AttachGunner	isVertibird	Actors\Character\Behaviors\WeaponFurnitureBehavior.hkx	Actors\Character\_1stPerson\Animations\Furniture\VertibirdMinigunTurret, Actors\Character\_1stPerson\Animations\Minigun
Furniture	1st		AnimFurnDeskTerminal, AnimFurnInstituteFurniture, FurnitureForce1stPerson	Actors\Character\Behaviors\EnableSneakFurnitureWrappingBehavior.hkx	Actors\Character\_1stPerson\Animations\Furniture\DeskTerminalInstitute
Furniture	1st		AnimFurnDeskTerminal, FurnitureForce1stPerson, IsImprovisedFurniture	Actors\Character\Behaviors\EnableSneakFurnitureWrappingBehavior.hkx	Actors\Character\_1stPerson\Animations\Furniture\DeskTerminalImprovised
Furniture	1st		AnimFurnDeskTerminal, FurnitureForce1stPerson	Actors\Character\Behaviors\EnableSneakFurnitureWrappingBehavior.hkx	Actors\Character\_1stPerson\Animations\Furniture\DeskTerminal
Furniture	1st		AnimFurnDeskTerminalNoChair, FurnitureForce1stPerson	Actors\Character\Behaviors\EnableSneakFurnitureWrappingBehavior.hkx	Actors\Character\_1stPerson\Animations\Furniture\DeskTerminal
Furniture	1st	AnimFurnBatteryInsert	AnimFurnBatteryInsert	Actors\Character\Behaviors\SingleAnimFurniture.hkx	Actors\Character\_1stPerson\Animations\Furniture\FusionCore
Furniture	1st		AnimFurnWallTerminal, FurnitureForce1stPerson	Actors\Character\Behaviors\EnableSneakFurnitureWrappingBehavior.hkx	Actors\Character\_1stPerson\Animations\Furniture\WallTerminal
Idle	3rd		AnimsAmbushBehaviorLinking	Actors\Shared\Behaviors\AmbushBehavior.hkx	Actors\PowerArmor\Animations\MT
Pipboy	1st			Actors\Character\_1stPerson\Behaviors\Pipboy.hkx	actors\Character\_1stPerson\Animations\Pipboy, Actors\Character\_1stPerson\Animations\Common
