Role	Perspective	Actor Keyword(s)	Target Keyword(s)	Behavior Path	Animation Path(s)
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredRight, AnimArchetypePlayer	Anims44, AnimsGripPistol	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\44Pistol\Player, Actors\Character\Animations\Weapon\44PistolActors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredRight, AnimSynth	Anims44, AnimsGripPistol	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\44Pistol\Synth, Actors\Character\Animations\Weapon\44PistolActors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight, AnimArchetypePlayer	Anims44, AnimsGripPistol	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\44Pistol\Player, Actors\Character\Animations\Weapon\44Pistol, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight, AnimSynth	Anims44, AnimsGripPistol	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\44Pistol\Synth, Actors\Character\Animations\Weapon\44Pistol, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredLeft	Anims44, AnimsGripPistol	Actors\Character\Behaviors\NoHandIKRelaxedWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\44Pistol, Actors\Character\Animations\Weapon\Pistol\Injured\Left, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredLeft, ActorMobilityInjuredRight	Anims44, AnimsGripPistol	Actors\Character\Behaviors\NoHandIKRelaxedWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\Pistol\Injured\OnGround, Actors\Character\Animations\Weapon\44Pistol, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	Anims44, AnimsGripPistol	Actors\Character\Behaviors\NoHandIKRelaxedWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\44Pistol\Player, Actors\Character\Animations\Weapon\44Pistol, Actors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimSynth	Anims44, AnimsGripPistol	Actors\Character\Behaviors\NoHandIKRelaxedWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\Pistol\Injured\OnGround, Actors\Character\Animations\Weapon\44Pistol\Synth, Actors\Character\Animations\Weapon\44Pistol, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredLeft, AnimArchetypePlayer	Anims44, AnimsGripPistol	Actors\Character\Behaviors\NoHandIKRelaxedWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\44Pistol\Player, Actors\Character\Animations\Weapon\44Pistol, Actors\Character\Animations\Weapon\Pistol\Injured\Left, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredLeft, AnimSynth	Anims44, AnimsGripPistol	Actors\Character\Behaviors\NoHandIKRelaxedWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\44Pistol\Synth, Actors\Character\Animations\Weapon\44Pistol, Actors\Character\Animations\Weapon\Pistol\Injured\Left, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredRight	Anims44, AnimsGripPistol	Actors\Character\Behaviors\NoHandIKRelaxedWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\44Pistol, Actors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredRight, AnimArchetypePlayer	Anims44, AnimsGripPistol	Actors\Character\Behaviors\NoHandIKRelaxedWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\44Pistol\Player, Actors\Character\Animations\Weapon\44PistolActors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredRight, AnimSynth	Anims44, AnimsGripPistol	Actors\Character\Behaviors\NoHandIKRelaxedWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\44Pistol\Synth, Actors\Character\Animations\Weapon\44PistolActors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	AnimArchetypePlayer	Anims44, AnimsGripPistol	Actors\Character\Behaviors\NoHandIKRelaxedWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\44Pistol\Player, Actors\Character\Animations\Weapon\44Pistol, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	AnimSynth	Anims44, AnimsGripPistol	Actors\Character\Behaviors\NoHandIKRelaxedWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\44Pistol\Synth, Actors\Character\Animations\Weapon\44Pistol, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd		Anims44, AnimsGripPistol	Actors\Character\Behaviors\NoHandIKRelaxedWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\44Pistol, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, AnimArchetypePlayer	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster\Player, Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol\Injured\Left, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\Pistol\Injured\OnGround, Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster\Player, Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimSynth	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\Pistol\Injured\OnGround, Actors\Character\Animations\Weapon\AlienBlaster\Synth, Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft, AnimArchetypePlayer	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster\Player, Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol\Injured\Left, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft, AnimSynth	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster\Synth, Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol\Injured\Left, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredRight	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster\Player, Actors\Character\Animations\Weapon\AlienBlasterActors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredRight, AnimSynth	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster\Synth, Actors\Character\Animations\Weapon\AlienBlasterActors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, AnimSynth	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster\Synth, Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight, AnimSynth	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster\Synth, Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredLeft	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol\Injured\Left, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredLeft, ActorMobilityInjuredRight	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\Pistol\Injured\OnGround, Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster\Player, Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimSynth	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\Pistol\Injured\OnGround, Actors\Character\Animations\Weapon\AlienBlaster\Synth, Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredLeft, AnimArchetypePlayer	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster\Player, Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol\Injured\Left, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredLeft, AnimSynth	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster\Synth, Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol\Injured\Left, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredRight	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster\Player, Actors\Character\Animations\Weapon\AlienBlasterActors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredRight, AnimSynth	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster\Synth, Actors\Character\Animations\Weapon\AlienBlasterActors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight, AnimArchetypePlayer	AnimsCryolator	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\Cryolator\Player, Actors\Character\Animations\Weapon\Cryolator, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, AnimArchetypePlayer	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster\Player, Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredLeft	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol\Injured\Left, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\Pistol\Injured\OnGround, Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster\Player, Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimSynth	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\Pistol\Injured\OnGround, Actors\Character\Animations\Weapon\AlienBlaster\Synth, Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredLeft, AnimArchetypePlayer	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster\Player, Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol\Injured\Left, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredLeft, AnimSynth	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster\Synth, Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol\Injured\Left, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredRight	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster\Player, Actors\Character\Animations\Weapon\AlienBlasterActors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredRight, AnimSynth	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster\Synth, Actors\Character\Animations\Weapon\AlienBlasterActors\Character\Animations\Weapon\Pistol\Injured\Right, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, AnimSynth	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster\Synth, Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol\Synth, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight, AnimArchetypePlayer	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster\Player, Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol\Player, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Player, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredLeft	AnimsAlienBlaster, AnimsGripPistol	Actors\Character\Behaviors\NoHandIKRelaxedWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\AlienBlaster, Actors\Character\Animations\Weapon\Pistol\Injured\Left, Actors\Character\Animations\Weapon\Pistol, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
